unique_id,ds,NBEATS,NLinear,KAN,MLP,DLinear,SeasonalNaive
T000170,1972-01-31,135.96497,135.36108,130.91339,125.47513,121.400826,126.2
T000171,1971-10-31,115.33703,119.85449,113.87941,111.763054,109.572334,111.7
T000171,1972-01-31,115.67952,115.15051,113.91452,111.682495,111.133995,112.7
T000172,1971-10-31,134.47426,146.19705,130.67564,127.67866,119.91511,128.8
T000172,1972-01-31,135.2297,133.2672,130.76591,127.518425,124.58259,127.5
T000173,1989-10-31,743.2186,990.9587,648.576,440.6172,452.5349,435.0
T000173,1990-01-31,758.8241,753.82916,653.4405,432.48062,401.16214,482.0
T000174,1989-07-31,403.8479,585.31775,362.71683,234.4616,163.34857,266.0
T000174,1989-10-31,415.03888,402.18884,362.37283,229.66866,199.69228,231.0
T000175,1975-04-30,40.131424,53.2285,36.530975,37.587967,25.043657,38.0
T000175,1975-07-31,41.337093,37.285515,36.48183,37.225735,35.356194,38.0
T000176,1990-04-30,108.61821,31.169952,75.75637,63.05677,135.21973,61.0
T000176,1990-07-31,112.27614,72.13427,76.659065,61.917377,82.25444,62.0
T000177,1989-10-31,489.0852,697.9227,445.0885,366.50925,252.42265,364.0
T000177,1990-01-31,502.85413,495.0111,444.15482,363.51175,317.09372,395.0
T000178,1980-04-30,20.270487,20.858404,20.014666,19.905815,19.569012,19.9
T000178,1980-07-31,20.309668,20.261204,20.0262,19.893896,19.68246,20.02
T000179,1980-04-30,2.8486466,2.5176134,2.8030972,2.859505,3.1159897,2.87
T000179,1980-07-31,2.8582358,2.506924,2.7981832,2.830153,2.92079,2.5
T000180,1980-04-30,385.82938,398.01764,376.96222,375.6244,383.15942,373.0
T000180,1980-07-31,387.05835,383.10614,377.5139,374.26675,369.83203,373.0
T000181,1980-04-30,3.3739872,3.0861819,3.7433631,3.8952677,3.152965,3.3
T000181,1980-07-31,3.5584998,2.5471866,3.6745653,3.745742,3.550837,3.6
T000182,1980-04-30,8004.6343,8400.143,7872.2397,7635.765,7563.585,7625.0
T000182,1980-07-31,8026.1475,8073.214,7876.703,7624.7715,7392.5273,7756.0
T000183,1980-04-30,1.0932485,1.0910125,1.0854203,1.0815134,1.0944773,1.09
T000183,1980-07-31,1.093347,1.0869479,1.0859218,1.0805758,1.0767381,1.08
T000184,1980-04-30,51.471085,12.321377,57.867264,65.61465,78.45921,55.0
T000184,1980-07-31,54.542362,28.957203,56.491306,62.53772,59.20274,60.0
T000185,1980-04-30,116.36905,149.63852,97.55052,82.7273,77.95943,87.0
T000185,1980-07-31,117.7059,116.10048,98.80425,81.78365,78.66873,82.0
T000186,1980-04-30,367.18848,368.7186,363.25214,362.0641,363.7819,364.0
T000186,1980-07-31,367.42908,364.58347,363.553,361.56522,365.45895,361.0
T000187,1980-04-30,14.237818,12.510235,19.305313,13.533842,15.017477,9.1
T000187,1980-07-31,15.714759,13.360311,18.582935,12.588667,11.01409,20.4
T000188,1980-04-30,9.124635,8.199021,6.2306895,5.391779,6.1969557,4.9
T000188,1980-07-31,9.32146,7.8803186,6.446332,5.011099,6.295207,3.4
T000189,1980-04-30,72.82718,80.41838,69.26808,65.926346,63.155586,65.8
T000189,1980-07-31,73.31446,73.17136,69.46868,65.78462,63.70845,68.3
T000190,1968-04-30,152.7035,82.02992,231.22128,135.9466,202.91086,84.0
T000190,1968-07-31,170.03152,129.98627,220.55763,123.11305,104.09143,144.0
T000191,1972-04-30,86.825905,92.304184,83.43363,79.46384,63.31215,98.0
T000191,1972-07-31,88.904015,76.19406,82.74565,77.08462,88.76382,102.0
T000192,1991-04-30,82.24953,67.42691,82.12389,86.04049,91.420815,80.0
T000192,1991-07-31,83.69789,80.222946,81.92733,84.653,90.77451,93.0
T000193,1989-04-30,784.0144,923.9674,787.9115,528.5939,659.51196,448.0
T000193,1989-07-31,806.3607,803.27106,783.29224,517.03925,521.955,507.0
T000194,1987-04-30,105.702095,103.118195,103.14665,108.57965,103.47099,110.7
T000194,1987-07-31,106.03749,101.30122,103.26199,107.83025,109.38028,107.4
T000195,1987-04-30,38.82376,37.38372,38.52437,38.639725,39.57494,38.8
T000195,1987-07-31,38.890648,38.05974,38.519184,38.570923,38.72585,38.5
T000196,1987-04-30,2507.7185,2519.5513,1736.205,2002.7633,841.1031,2840.0
T000196,1987-07-31,2604.5686,1571.0723,1777.0266,1727.7523,2588.228,1638.0
T000197,1989-04-30,173.75983,206.11035,163.7101,149.57681,132.79253,149.0
T000197,1989-07-31,175.76553,174.59273,163.96085,148.98064,137.92004,155.0
T000198,1987-04-30,1232.7255,1114.1234,1215.9027,1279.1888,1285.4368,1306.0
T000198,1987-07-31,1236.4196,1151.8666,1215.2638,1267.0446,1322.4128,1263.0
T000199,1987-04-30,291.6184,439.51605,274.54514,110.49329,117.76193,107.2
T000199,1987-07-31,304.35785,328.06378,272.56964,105.567986,84.038025,202.6
T000200,1987-04-30,39.430653,-11.167255,33.80974,46.898685,57.567795,45.1
T000200,1987-07-31,42.592613,1.9210396,33.318325,42.245384,69.495865,40.2
T000201,1987-04-30,868.38806,904.7622,856.7941,840.7471,832.8158,836.0
T000201,1987-07-31,871.1044,866.9266,857.1452,839.84674,844.5702,840.0
T000202,1987-04-30,2.573965,0.026973963,2.037168,2.8050349,3.5439866,4.45
T000202,1987-07-31,2.644967,0.43611503,2.0337281,2.5041773,5.039105,2.49
