unique_id,ds,NBEATS,NHITS,MLP,TiDE,KAN,TFT,NLinear,DLinear,PatchTST,DeepNPTS,y,index,SeasonalNaive
T000129,1992-07-31,5787.091,5791.8096,5665.2764,5385.0493,5711.3164,5905.176,5761.9272,5731.6353,5900.1685,5467.948,5573.65,1292,4518.6
T000129,1992-10-31,5575.9175,5646.7207,5717.7954,5569.301,5863.662,5715.4214,5626.347,5711.495,5619.158,5465.685,5544.4,1294,5098.55
T000130,1992-07-31,3002.6963,3005.3794,3002.9497,2950.0828,3022.2256,2895.792,2950.9983,3452.7153,2955.0881,3173.6526,2926.8,1300,2962.93
T000130,1992-10-31,3101.6255,3170.2441,3033.4072,3346.5732,3069.6377,3135.938,2955.0964,3051.8054,3161.914,3202.503,3104.93,1302,3076.82
T000130,1993-01-31,3979.8833,4040.484,3794.6428,3274.0933,3786.8816,3842.462,3155.3503,3004.4126,3801.7559,3259.7551,4044.89,1304,3905.86
T000131,1992-07-31,3422.107,3432.989,3365.9863,3342.769,3413.4146,3396.3975,3330.8442,3239.7915,3439.393,3246.2603,3665.58,1310,3338.02
T000131,1992-10-31,3515.9817,3523.7432,3456.209,3465.0085,3521.3284,3500.4014,3645.787,3528.2312,3434.118,3405.5225,3613.88,1312,3121.66
T000131,1993-01-31,3596.7185,3606.0994,3548.276,3468.0583,3592.1453,3589.61,3612.595,3671.3577,3619.8271,3472.161,4012.1,1314,3088.64
T000132,1992-07-31,5307.5645,5374.475,5439.831,5705.197,5545.671,5659.103,5811.2344,5453.278,5546.7754,5031.8447,6582.6,1320,4682.6
T000132,1992-10-31,6694.8086,6733.6353,6856.3154,5959.489,6939.2188,7106.616,6630.2007,6141.9746,6770.462,6251.38,7680.4,1322,5544.1
T000132,1993-01-31,6976.76,6939.6455,6788.682,6735.534,6829.421,7894.0254,7632.8154,7183.2036,7576.6445,6820.242,5865.3,1324,4872.0
T000133,1992-07-31,6939.9355,7021.367,7007.9473,6620.2134,6974.714,6934.3105,6325.58,5924.583,6903.0615,6563.5845,7845.75,1330,7591.5
T000133,1992-10-31,6090.3613,6116.6836,6126.343,6981.6904,6225.964,6061.5796,7698.206,7149.3057,6004.2666,6372.4375,6356.1,1332,5906.25
T000133,1993-01-31,6005.728,6043.126,6104.872,6116.4087,6177.96,5594.1445,6327.3574,7165.0327,5922.412,6305.2285,5661.9,1334,5466.85
T000134,1992-07-31,4129.6074,4186.8374,4189.176,4547.324,4266.1973,4162.4272,4448.139,4313.2,4219.7314,4259.002,4243.05,1340,4098.65
T000134,1992-10-31,4641.6504,4641.376,4517.839,4244.7866,4588.423,4537.498,4264.0254,4359.0186,4580.251,4280.337,4675.45,1342,4505.95
T000134,1993-01-31,4106.639,4101.9595,4223.316,4604.057,4334.981,4142.601,4641.3423,4556.177,4222.267,4282.5938,4223.65,1344,3965.6
T000135,1992-07-31,3865.5813,3896.0168,3626.923,3538.2085,3634.5596,3669.1243,3155.033,3078.906,3751.8442,3238.5925,4136.1,1350,3510.25
T000135,1992-10-31,4539.699,4553.304,4495.975,3879.7976,4519.568,4407.493,4155.833,3577.0725,4630.2695,3613.0173,4651.05,1352,4017.4
T000135,1993-01-31,3496.6492,3480.2168,3533.2954,3922.4075,3585.8103,3627.316,4560.4526,4420.18,3561.542,3775.3416,3217.9,1354,2944.3
T000136,1992-07-31,8302.173,8346.834,8130.1787,8438.268,8218.111,8128.9126,8390.033,8460.967,8127.32,8162.4517,8986.6,1360,7868.8
T000136,1992-10-31,9174.092,9187.104,9090.729,8801.216,9270.826,9157.046,9014.957,8768.117,9116.374,8764.564,7847.6,1362,8280.6
T000136,1993-01-31,8025.285,8047.7314,7836.8135,8143.704,7959.0674,7907.346,7846.443,8533.43,7955.7534,8374.29,7544.4,1364,8239.0
T000137,1992-07-31,5006.5547,5074.015,5046.632,4774.789,5139.103,5008.105,5064.0166,4945.167,5089.2695,4882.602,5247.1,1370,4488.85
T000137,1992-10-31,5051.5527,5067.7617,5014.173,5002.113,5038.3853,5183.5605,5231.8154,5223.1978,5167.6704,4909.861,4973.3,1372,4213.85
T000137,1993-01-31,5069.3496,5097.567,5166.773,5016.328,5315.043,5133.0117,5021.9575,5148.5513,5011.2456,4964.7354,5189.55,1374,4795.35
T000138,1992-07-31,6138.646,6146.6543,6051.4775,6047.014,6124.578,5989.912,6083.911,5938.0273,6066.931,5849.6167,6122.0,1380,5946.0
T000138,1992-10-31,5950.4214,6014.848,5892.034,5977.1763,5968.978,5776.4077,6092.028,6180.6084,5806.5454,5866.661,5820.0,1382,5584.0
T000138,1993-01-31,5860.9556,5857.3457,5761.627,5954.0977,5887.139,5767.261,5833.103,6061.2124,5900.686,5845.751,5888.0,1384,5660.0
T000139,1992-07-31,6206.8735,6197.104,5989.5435,6281.744,6120.0825,6224.6914,6033.727,6142.665,6317.6235,5863.19,6246.0,1390,5690.0
T000139,1992-10-31,7133.165,7139.664,6867.2256,6385.363,6943.487,6981.2725,6315.0635,6142.241,6780.0195,6219.0977,7539.5,1392,6712.0
T000139,1993-01-31,6748.373,6774.138,6744.386,6994.253,6908.757,6908.4907,7480.749,6966.4316,6708.276,6534.9937,6083.0,1394,6034.0
T000140,1992-07-31,6175.125,6191.396,6117.2773,6015.4023,6198.422,6213.7534,6136.671,5903.0703,6167.3037,5822.1978,6025.6,1400,5676.6
T000140,1992-10-31,5953.4194,5974.6333,5934.772,5869.8335,6033.88,5814.61,6012.825,6132.5845,5959.025,5863.3965,5855.0,1402,5560.4
T000140,1993-01-31,5867.9536,5852.2954,5744.754,5979.941,5861.191,5795.8096,5864.616,6041.0127,5917.0845,5799.372,5628.0,1404,5556.6
T000141,1992-07-31,6053.3896,6068.7036,5976.066,5823.329,6059.747,6096.2534,6058.0986,5738.71,6076.4834,5614.238,6271.8,1410,5412.4
T000141,1992-10-31,6174.078,6196.2837,6058.822,5865.9937,6134.5234,6066.9023,6250.967,6206.5093,6199.564,5942.286,5986.3,1412,5197.5
T000141,1993-01-31,5921.6914,5967.198,5929.4385,5952.628,6050.3994,5907.7744,6006.2046,6207.3965,6042.48,5850.7,6061.8,1414,5322.6
T000142,1992-07-31,5056.769,5097.763,4961.25,5197.862,5035.1504,5036.9336,5071.3374,5036.6016,5046.484,4926.05,4965.0,1420,4851.0
T000142,1992-10-31,5371.97,5292.25,5154.4277,5041.4653,5251.6387,5322.861,4987.1904,5047.54,5278.274,4994.1816,5133.0,1422,5229.0
T000142,1993-01-31,4935.255,4970.891,4878.76,5169.674,4915.1904,4935.328,5105.5664,5145.137,4955.094,5002.4834,4826.0,1424,4823.0
T000143,1992-07-31,7991.676,8019.4746,7863.836,8548.04,7935.132,8047.786,8046.37,8391.1455,8074.0957,8470.345,7807.5,1430,8542.5
T000143,1992-10-31,7849.6167,7860.2,7908.3076,8318.069,8049.587,7878.877,7825.642,8059.3633,7890.9756,8326.685,8391.5,1432,8816.5
T000143,1993-01-31,8402.74,8352.089,8141.5205,8504.276,8170.575,8377.767,8352.652,8235.623,8316.558,8375.871,7737.5,1434,8365.0
T000144,1992-07-31,8236.066,8243.413,8535.717,9439.801,8732.389,8434.203,9793.267,9794.092,8527.724,8921.338,9110.9,1440,7978.5
T000144,1992-10-31,9495.765,9463.541,9403.454,9177.528,9683.588,9490.643,9181.765,9588.709,9352.176,9191.597,8068.4,1442,8829.9
T000144,1993-01-31,8354.526,8329.217,8302.876,8988.359,8456.988,8273.775,8123.9165,8780.741,8644.113,9091.793,6539.9,1444,9307.3
T000145,1992-07-31,7555.0615,7610.55,7191.557,6306.306,7264.904,6532.381,5150.302,4795.2495,7113.1035,5697.6294,7711.9,1450,7048.3
T000145,1992-10-31,8062.8257,8241.629,8314.266,7029.6396,8198.23,7629.993,7699.8496,6209.361,8364.37,6593.865,8313.4,1452,7612.1
T000145,1993-01-31,5051.627,4916.745,5177.061,6635.2344,5178.119,5510.715,8056.3047,8067.0425,5499.7,6326.8525,4870.4,1454,4525.7
T000146,1992-07-31,3912.3494,3914.1748,3776.1746,3612.519,3749.4878,3597.664,3191.51,3613.383,3913.763,3652.7021,4137.35,1460,3827.5
T000146,1992-10-31,4525.765,4553.829,4476.691,4307.517,4492.1543,4458.019,4174.6807,3678.1501,4560.306,3990.3914,4847.6,1462,4319.65
T000146,1993-01-31,4443.727,4480.2334,4447.4336,4247.36,4465.189,4500.515,4800.633,4469.8374,4374.255,4171.612,4488.95,1464,4004.85
T000147,1992-07-31,5652.822,5665.2285,5533.3877,5681.5005,5597.2256,5528.1562,5666.7627,5644.9946,5522.4824,5480.6396,6350.0,1470,5356.0
T000147,1992-10-31,6438.921,6434.9146,6320.456,6049.597,6411.666,6471.301,6356.3926,6052.0254,6415.993,6063.4844,6590.0,1472,5494.0
T000147,1993-01-31,6643.003,6647.8496,6469.367,6187.466,6533.957,6689.653,6584.098,6508.5645,6652.019,6309.5464,6516.0,1474,5448.0
T000148,1992-07-31,5279.535,5299.624,5202.4214,5617.2646,5324.523,5177.815,5178.6177,5259.8447,5282.553,5555.357,5229.5,1480,5849.5
T000148,1992-10-31,5219.1235,5238.473,5267.1333,5424.065,5340.151,5185.022,5216.461,5262.0483,5239.962,5498.308,5371.5,1482,5803.5
T000148,1993-01-31,5294.5674,5326.1685,5040.9453,5383.5005,5041.4097,5319.391,5320.016,5400.9126,5250.809,5319.0356,5379.5,1484,5143.5
T000149,1992-07-31,3239.6414,3278.9548,3083.2053,3450.5225,2999.7393,3245.4214,3274.7861,3465.294,3354.6687,3504.551,3006.4,1490,3242.65
T000149,1992-10-31,3185.2317,3164.4678,3149.833,3260.7117,3194.5967,3133.9607,3027.6548,3212.5059,3232.332,3324.7778,3059.85,1492,3514.8
T000149,1993-01-31,3064.4568,3056.2905,2986.141,3289.51,3030.3574,3044.399,3052.5037,3103.3357,3069.2998,3273.5654,2713.85,1494,3399.2
T000150,1992-07-31,4352.771,4396.4966,4399.805,4713.9297,4453.5254,4343.216,4619.5137,4566.722,4431.6177,4479.6475,4520.1,1500,4327.75
T000150,1992-10-31,4846.3374,4817.4336,4693.5664,4538.8877,4791.4585,4780.979,4539.48,4601.117,4796.208,4521.523,5458.0,1502,4669.5
T000150,1993-01-31,4928.653,4948.7075,4985.223,5150.173,5113.591,5100.997,5432.77,5059.3247,5123.991,4815.0083,4760.5,1504,4306.2
T000151,1992-07-31,6922.06,6894.085,6867.4595,6732.026,7022.5464,6880.53,6793.3765,6796.3354,6837.9365,6726.3164,6956.0,1510,6554.0
T000151,1992-10-31,6993.3164,7021.351,6817.4424,6915.7266,6901.7227,6975.9927,6949.703,6958.8623,6917.709,6787.937,6756.0,1512,6430.0
T000151,1993-01-31,6902.623,6867.986,6805.9736,6848.189,6960.4355,6869.4697,6778.196,6930.841,6821.847,6777.192,6724.0,1514,6712.0
T000152,1992-07-31,3845.6863,3867.426,3805.5466,3871.011,3848.5818,3949.3928,3913.8384,3741.7148,3906.3962,3491.3289,3910.0,1520,3270.0
T000152,1992-10-31,4206.4355,4177.4307,4177.2266,3794.7134,4304.2476,4246.2207,3945.307,3894.1438,4163.744,3853.9863,4500.0,1522,3840.0
T000152,1993-01-31,3999.858,4013.6777,4079.896,4235.047,4161.4487,4230.616,4474.621,4268.5195,4185.366,4031.03,4620.0,1524,3450.0
T000153,1992-07-31,7395.5156,7376.532,7418.287,7213.595,7435.7812,7223.343,7463.2363,7486.4824,7325.999,7235.509,7520.0,1530,7470.0
T000153,1992-10-31,6400.925,6356.6074,6675.9326,7379.401,6827.735,6670.265,7438.419,7692.8,6818.7197,7029.0347,7520.0,1532,6200.0
T000153,1993-01-31,7640.1797,7771.439,7955.5547,7603.267,8224.238,7784.804,7614.747,7562.3833,7478.3066,7383.749,4410.0,1534,7400.0
T000154,1992-07-31,1834.3354,1857.7274,2011.5299,1488.5912,1939.0598,2226.2627,1603.2968,1759.4332,2213.6802,1662.1328,2590.0,1540,1880.0
T000154,1992-10-31,2002.4714,2036.8661,1869.0894,2335.71,2010.8181,1950.2228,2559.4292,2139.5806,1956.8024,1734.5922,4620.0,1542,1330.0
T000154,1993-01-31,4108.4155,3613.13,3983.8535,3324.2205,3892.8662,5155.35,4656.82,3471.7952,4821.5024,3761.9492,2450.0,1544,2090.0
T000155,1992-07-31,8285.098,8423.647,8376.275,7663.1055,8412.605,8285.056,8619.02,8003.1396,8371.046,7569.2393,8410.0,1550,7430.0
T000155,1992-10-31,6417.625,6549.9995,7028.884,7685.3174,7148.541,6800.0947,8290.271,8687.674,7246.1973,7324.4033,7865.0,1552,5650.0
T000155,1993-01-31,7991.601,8171.3296,8477.411,8099.1113,8729.664,8470.239,8026.221,8199.064,8070.8975,7763.437,8055.0,1554,7460.0
T000156,1992-07-31,8239.375,8106.3237,8079.85,9236.243,8162.9604,8073.8804,8817.957,8114.0845,8375.853,8744.364,7407.0,1560,8329.0
T000156,1992-10-31,8195.348,8217.478,8157.403,7471.0894,8200.806,8008.78,7414.8027,8111.3623,8149.71,8262.945,126.0,1562,8975.0
T000156,1993-01-31,4888.756,4967.903,3975.998,3795.1462,2788.5464,-1022.78955,22.587242,4289.136,117.90472,6111.201,6740.0,1564,6793.0
T000157,1992-07-31,4630.299,4636.6143,4553.7114,4798.4546,4619.146,4610.0557,4642.969,4872.7134,4615.5693,4804.7104,4656.0,1570,4722.2
T000157,1992-10-31,4765.29,4760.1943,4661.225,4883.2876,4739.4365,4727.285,4671.184,4730.764,4793.042,4797.386,3411.0,1572,4874.0
T000157,1993-01-31,3633.5715,3535.64,3508.0063,4079.035,3508.8945,3576.5674,3416.2117,4123.969,3599.081,4451.332,4912.2,1574,4940.4
T000158,1992-07-31,4586.391,4554.432,4640.18,4672.2466,4712.802,4693.4165,4604.193,4984.1714,4793.3936,4576.9404,4415.0,1580,4094.0
T000158,1992-10-31,5134.3057,5250.0024,5042.164,4897.2373,5058.6914,4854.063,4504.435,4551.416,5035.5596,4720.6553,4904.8,1582,5154.2
T000158,1993-01-31,5068.3467,5077.08,5041.0063,5001.6187,5080.605,4972.6357,4902.603,4710.872,5084.5107,4930.1167,6299.8,1584,5255.8
T000159,1992-07-31,4248.146,4229.5103,4099.2676,4220.509,4191.837,4245.1406,4114.7246,4151.4795,4243.4067,3989.4758,4502.0,1590,3922.5
T000159,1992-10-31,4732.8374,4736.762,4695.509,4441.4297,4779.916,4702.543,4530.2734,4317.474,4621.6816,4290.493,5033.9,1592,4355.3
T000159,1993-01-31,4837.5415,4836.579,4713.4717,4668.6074,4802.4795,4838.425,5007.8613,4803.5254,4840.1904,4688.5225,5118.7,1594,4074.3
T000160,1992-07-31,15539.285,15603.736,16207.164,13795.807,15983.27,14740.107,15474.132,15217.572,15811.341,14253.504,15624.0,1600,15065.0
T000160,1992-10-31,11107.353,11000.065,12062.768,14798.556,12496.827,12161.768,15304.776,16098.867,12729.463,13519.788,15750.0,1602,9947.0
T000160,1993-01-31,16021.13,16116.673,17539.043,15764.682,18150.213,17237.125,16170.876,15609.111,15577.197,15139.522,15463.0,1604,15369.0
T000161,1992-07-31,5692.7104,5715.14,5490.8994,5818.0073,5581.329,5602.979,5541.346,5553.0005,5669.522,5619.6455,5630.0,1610,5590.0
T000161,1992-10-31,6065.576,6005.721,5880.6357,5718.377,5965.728,5905.0444,5651.253,5612.3833,5986.196,5672.598,5440.0,1612,6000.0
T000161,1993-01-31,5400.1357,5398.907,5171.719,5548.0713,5147.5728,5371.9194,5392.912,5646.3066,5429.8716,5583.242,5190.0,1614,5360.0
T000162,1992-07-31,6705.4316,6802.8916,6743.0127,6325.321,6744.1987,6473.496,5968.158,5870.909,6596.5796,6380.839,6912.0,1620,7470.6
T000162,1992-10-31,6006.24,6056.7236,5806.981,6589.431,5700.5454,6223.2427,6784.4106,6545.816,6016.102,6274.2163,7247.4,1622,5890.8
T000162,1993-01-31,7215.012,7244.9697,7040.7266,6656.755,7108.2075,7253.461,7232.4233,7103.166,7258.612,6862.5767,7318.0,1624,5780.8
T000163,1992-07-31,5245.8667,5216.7456,5575.5566,4148.569,5606.684,4915.389,4856.463,5048.5996,5590.2866,4688.884,5664.0,1630,5357.0
T000163,1992-10-31,4849.3438,4823.141,4313.6313,5292.0747,4323.558,3946.8237,5498.3535,5525.03,4042.9856,4495.934,5436.0,1632,2606.0
T000163,1993-01-31,5755.1357,5700.8984,6455.324,5266.2134,6401.239,6924.4717,5653.261,5409.029,5736.416,5284.8916,5911.0,1634,5631.0
T000164,1992-07-31,6222.5874,6240.1724,6054.609,6239.9316,6152.9062,6198.9097,6109.0996,6059.3433,6185.9263,5955.8145,7210.0,1640,5966.0
T000164,1992-10-31,7256.6196,7274.3228,7171.505,6775.8984,7284.7285,7387.3564,7217.361,6675.898,7281.0386,6625.4507,6139.0,1642,6196.0
T000164,1993-01-31,6009.9336,6000.1562,5967.1553,6064.41,6051.239,5798.631,6110.088,6742.4897,5895.687,6238.134,6120.0,1644,5836.0
T000165,1992-07-31,3139.2734,2817.8213,3089.754,3576.674,3219.9236,2766.6887,3080.2468,2298.7988,3258.7043,2790.0874,3140.0,1650,2700.0
T000165,1992-10-31,3444.5173,3591.4194,4106.9346,2722.3171,4281.1973,3781.6616,3195.7673,2891.8325,4305.571,2863.5715,3500.0,1652,4130.0
T000165,1993-01-31,3039.4233,2933.6443,2317.371,3047.602,2283.1858,2103.1436,3300.781,3511.3652,2247.9033,2673.4395,2550.0,1654,1250.0
T000166,1992-07-31,5220.015,5241.9136,5307.829,5486.492,5362.7812,5116.292,5114.4106,5040.701,5228.7295,5547.0977,5686.0,1660,6174.0
T000166,1992-10-31,5272.869,5372.3477,5062.672,5480.19,4998.444,5296.611,5601.638,5486.1333,5164.1787,5348.3555,4946.0,1662,5202.0
T000166,1993-01-31,4797.892,4801.2427,4760.756,4998.0405,4812.547,4782.776,4919.0225,5395.3286,4748.209,5096.161,5178.0,1664,4820.0
T000167,1992-04-30,3260.4648,3289.9556,3135.2292,3555.0898,3062.9067,3374.4695,3607.7886,3399.2783,3288.1357,3395.976,3390.0,1670,3226.0
T000167,1992-07-31,3351.3826,3351.2957,3327.8994,3223.4126,3382.765,3254.5596,3375.445,3543.9268,3325.6194,3300.9485,3814.0,1672,3118.0
T000167,1992-10-31,3553.6982,3591.6113,3613.7268,3713.5337,3633.8325,3695.3296,3813.814,3672.018,3692.3494,3390.1494,3948.0,1674,2972.0
T000168,1992-07-31,3498.8933,3507.7751,3457.1216,3580.702,3488.9172,3483.281,3481.58,3256.5637,3530.3,3406.9778,3331.2,1680,3486.2
T000168,1992-10-31,3327.9192,3306.0317,3337.7407,3246.6326,3377.8362,3240.6807,3313.8218,3418.7893,3332.8396,3323.3596,3179.2,1682,3397.4
T000168,1993-01-31,2995.8062,2959.2832,2941.1968,3283.7812,2946.9297,3023.1743,3151.6694,3346.4214,3078.4976,3230.6248,2952.0,1684,2910.8
T000169,1992-07-31,4528.8447,4587.2183,4391.539,3703.81,4411.36,4217.5845,3684.6858,3611.4873,4331.314,3812.147,4889.0,1690,4510.6
T000169,1992-10-31,3514.9731,3518.867,3524.401,4372.075,3658.8796,3444.0007,4789.1504,4361.164,3579.4055,3735.988,3693.4,1692,3177.4
T000169,1993-01-31,4108.3433,4042.9395,4004.4094,3590.509,3991.4197,4010.9797,3724.689,4273.8716,4069.2407,3888.8696,3866.1,1694,3653.5
T000170,1992-07-31,7420.248,7544.657,7234.874,5441.843,6944.8877,6243.4014,7283.0317,6932.5977,7474.353,6039.2207,7640.0,1700,7240.0
T000170,1992-10-31,7188.2705,6526.994,4818.585,6526.9937,5080.373,3717.9148,7270.589,7952.5664,4377.119,5302.1357,7680.0,1702,1414.0
T000170,1993-01-31,7710.6846,7848.435,8165.338,7478.9014,8018.9907,9188.947,8128.3105,7440.7803,7504.391,7059.951,7060.0,1704,7200.0
T000171,1992-07-31,6084.5825,6113.254,6045.429,5346.2803,6036.0176,6513.5693,6096.1665,5037.46,6196.519,5112.094,4685.1,1710,4444.0
T000171,1992-10-31,4595.9507,4555.7207,4534.8965,4325.895,4545.671,4337.352,4651.9307,5354.181,4482.3506,4687.917,3763.2,1712,4144.9
T000171,1993-01-31,4032.5493,4005.6074,4048.8665,4594.5757,4098.8364,4035.9963,3802.728,4423.428,4177.476,4532.056,5053.0,1714,4129.4
T000172,1992-07-31,8870.525,9063.123,8700.616,8581.324,8835.076,8709.974,8160.1367,8472.219,8786.342,8496.075,8445.0,1720,8925.0
T000172,1992-10-31,8538.87,8567.588,8383.864,8834.42,8480.224,8449.647,8445.62,8402.364,8535.588,8684.946,9295.0,1722,8920.0
T000172,1993-01-31,9217.102,9221.134,9103.808,9017.645,9224.524,9021.243,9264.095,8946.949,8973.387,8646.656,8795.0,1724,8710.0
T000173,1992-07-31,8025.6846,7995.478,7894.1904,7906.3784,8008.864,7983.4004,7608.47,8071.0312,8000.0513,8248.8955,9086.75,1730,8645.8
T000173,1992-10-31,7970.3506,8044.046,8161.162,8937.925,8428.793,8059.78,9029.185,8521.915,8172.1904,8135.097,2003.45,1732,7755.85
T000173,1993-01-31,7149.2754,6264.9805,4744.7607,4498.3154,2984.947,3304.2363,2054.5857,5699.9023,3672.2466,7536.6924,8781.9,1734,8416.9
T000174,1992-07-31,7971.2505,7947.771,7749.3184,8156.771,7765.17,7943.372,7893.4746,7856.2505,7967.1387,8098.407,7684.0,1740,8184.0
T000174,1992-10-31,7602.284,7624.602,7522.8623,7779.617,7601.1245,7640.957,7650.892,7908.9717,7668.004,7866.6567,4378.0,1742,7846.0
T000174,1993-01-31,5623.131,5136.3184,4989.1255,5978.0303,4874.888,4219.4326,4370.609,6259.6914,4636.814,7052.8604,6768.0,1744,7506.0
T000175,1992-07-31,4723.981,4709.3066,4586.8457,4889.464,4574.714,4612.113,4316.2344,4379.1904,4775.339,4291.0166,4333.98,1750,4048.98
T000175,1992-10-31,6110.27,6305.083,5861.882,4647.51,5834.512,6000.8936,4456.211,4225.9707,5902.334,4682.661,6333.12,1752,5979.54
T000175,1993-01-31,4502.463,4404.9756,4404.452,5546.4595,4494.647,4585.3867,6186.153,5437.4473,4476.5312,4694.734,3691.08,1754,4147.44
T000176,1992-07-31,5391.0713,5405.392,5273.967,5211.4395,5337.156,5678.985,6036.617,5589.851,5462.958,5328.0747,5250.0,1760,4315.0
T000176,1992-10-31,4801.301,4884.4897,4924.595,4935.596,4971.4883,4596.28,5231.1587,5738.85,4983.4897,4898.808,2400.0,1762,3910.0
T000176,1993-01-31,4648.6885,4372.0024,4054.3408,3938.279,3891.3792,2960.5576,2522.2512,3973.8906,3819.4167,4707.0205,5550.0,1764,5100.0
T000177,1992-07-31,6753.8545,6862.5405,6737.286,6189.1523,6751.875,6793.3657,6277.61,5437.853,6915.1753,5724.678,6891.0,1770,6239.5
T000177,1992-10-31,5939.863,5966.967,5929.744,5986.2573,5937.87,6040.559,6793.515,6560.087,5786.0483,5920.5654,5977.1,1772,5296.4
T000177,1993-01-31,5285.958,5356.769,5495.493,5807.2134,5570.6343,5043.2017,5943.826,6554.859,5539.336,5628.3105,7075.4,1774,4582.9
T000178,1992-07-31,6284.2812,6415.968,5969.5713,4686.4224,5949.338,6080.9727,4528.509,4151.1577,5964.5884,4629.983,6225.0,1780,5896.4
T000178,1992-10-31,4380.594,4296.615,4315.7256,5395.6177,4428.456,4510.7524,6078.79,5396.0083,4368.661,4637.637,3605.7,1782,4133.0
T000178,1993-01-31,3706.232,3787.2363,3728.548,3746.8816,3658.3938,3554.2983,3597.733,4943.8433,3722.7288,4462.781,3957.0,1784,4027.4
T000179,1992-07-31,8444.089,8519.782,8289.053,7936.0635,8404.704,8378.654,7856.7007,7482.017,8230.631,7558.9453,8459.0,1790,7993.0
T000179,1992-10-31,8115.4854,8153.1396,8041.3457,8021.0293,8186.675,7922.923,8408.052,8186.0967,7814.053,7834.79,8136.0,1792,7515.0
T000179,1993-01-31,7792.5806,7842.71,7810.9404,7919.618,7925.41,7605.55,8107.2373,8405.202,7887.522,7779.9194,7749.0,1794,7056.0
T000180,1992-04-30,4039.447,4239.69,4221.2217,4886.732,4247.6553,3752.6401,4285.481,4192.071,4166.118,4472.1836,3154.0,1800,3898.2
T000180,1992-07-31,4624.045,4600.047,4345.622,3759.5063,4477.638,4594.827,3269.8193,3641.8772,4617.951,4312.7695,5208.0,1802,5803.6
T000180,1992-10-31,4235.9883,4300.5723,4121.631,4946.6943,3880.751,4031.1292,5053.365,4374.295,4063.6995,4304.3,4466.0,1804,3660.4
T000181,1992-07-31,4754.7856,4769.476,4648.0273,4887.489,4717.8677,4738.4595,4717.1533,4769.0254,4763.9873,4759.8105,4696.92,1810,4729.16
T000181,1992-10-31,4894.748,4837.087,4775.1943,4815.915,4863.576,4843.0547,4709.5776,4752.506,4867.807,4764.0234,4674.76,1812,4946.26
T000181,1993-01-31,4668.153,4670.919,4514.341,4775.6265,4544.298,4658.7935,4653.8237,4769.028,4686.084,4741.31,4661.0,1814,4660.38
T000182,1992-07-31,7578.964,7604.152,7579.661,7992.0767,7683.568,7303.128,7145.11,7607.9165,7875.981,8073.2046,8100.0,1820,8600.0
T000182,1992-10-31,8380.081,8393.509,8328.3955,8417.803,8370.889,8265.364,8103.7837,7695.9873,8449.092,8207.695,5740.0,1822,8780.0
T000182,1993-01-31,5781.5366,5714.7817,5624.318,6503.039,5662.671,5678.307,5657.466,7061.313,5806.8433,7697.595,8040.0,1824,7860.0
T000183,1992-07-31,7453.292,7405.006,7327.196,6406.053,7219.971,6835.9316,6981.6914,4869.245,7596.7295,5665.1963,7234.5,1830,6568.0
T000183,1992-10-31,4330.387,4172.764,4292.837,5222.065,4139.737,4833.2095,6976.471,7043.732,4794.1934,5323.116,4070.7,1832,3847.1
T000183,1993-01-31,2909.2327,2704.9858,3422.061,4575.8213,3691.4385,2506.1265,4057.6677,5899.7837,3547.3667,4577.125,3036.1,1834,2784.8
T000184,1992-07-31,6196.527,6215.7803,6127.484,5871.4277,6207.1143,6211.164,6246.837,6279.463,6255.5977,5971.0166,6429.0,1840,5217.0
T000184,1992-10-31,6477.602,6499.648,6379.964,6288.755,6444.6606,6553.1533,6456.1396,6418.6685,6507.7734,6136.8994,5942.4,1842,5422.2
T000184,1993-01-31,6427.2007,6508.017,6331.224,6146.583,6472.267,6367.824,6006.227,6232.109,6266.91,6105.3813,6925.8,1844,6238.0
T000185,1992-07-31,5330.493,5308.0815,5230.7607,5326.1733,5309.8667,5238.3804,5420.3447,5206.934,5186.78,5028.57,4303.0,1850,4990.2
T000185,1992-10-31,4421.846,4417.1665,4375.5537,4566.457,4376.885,4420.606,4293.6143,4937.814,4434.7437,4965.9653,4502.4,1852,4883.8
T000185,1993-01-31,4528.466,4594.589,4464.6064,5004.9604,4519.87,4495.193,4516.0415,4546.662,4627.7583,4915.1963,5378.0,1854,4842.4
T000186,1992-07-31,5580.394,5578.594,5440.785,5626.613,5543.4834,5486.218,5486.3115,5832.9023,5521.0225,5693.205,5854.4,1860,5617.0
T000186,1992-10-31,5926.779,5968.7915,5770.576,6027.63,5858.7007,5867.7124,5867.9214,5776.804,5877.9463,5721.3423,5887.5,1862,5687.5
T000186,1993-01-31,6202.38,6187.5923,6057.6333,5881.377,6175.2046,6078.2993,5903.401,5904.4365,6167.582,5807.1973,6216.3,1864,6026.6
T000187,1992-07-31,4837.2896,4936.8657,4892.035,4248.785,4899.3154,5179.287,4840.6963,4153.745,4923.6313,4234.5137,5402.5,1870,3741.7
T000187,1992-10-31,4998.4146,4906.298,4693.5464,4501.5977,4665.7075,5022.01,5356.7417,5099.39,5239.9155,4721.5947,5428.7,1872,3225.5
T000187,1993-01-31,5605.7407,5539.236,5340.005,4927.272,5293.208,5625.749,5469.453,5436.7954,5637.5767,5008.534,5210.2,1874,3581.6
